brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
Lincoln,156000,Gasoline,Automatic,Black,Black,Accident reported,Yes,5900,15,265.0,3.5,6.0
Porsche,25568,Gasoline,Manual,Red,Black,None reported,Yes,134999,5,,3.0,
Mercedes-Benz,67100,Gasoline,Unknown,Grey,Black,Accident reported,Yes,34250,7,362.0,3.0,6.0
Porsche,52000,Gasoline,Unknown,Blue,Other,Accident reported,Yes,37000,11,275.0,2.7,6.0
Acura,137200,Gasoline,Unknown,White,Grey,None reported,Yes,12000,14,300.0,3.7,6.0
Volkswagen,36000,Gasoline,Automatic,White,Black,Accident reported,Yes,32000,7,292.0,2.0,4.0
Kia,15500,Gasoline,Automatic,White,Black,Accident reported,Yes,24500,2,147.0,2.0,4.0
BMW,10906,Gasoline,Automatic,Grey,Black,None reported,Unknown,96998,5,,,
Lincoln,49814,Gasoline,Automatic,Red,Other,None reported,Unknown,26545,6,,2.0,
BMW,846,Hybrid,Automatic,White,White,None reported,Yes,86999,10,357.0,1.5,3.0
Toyota,67039,Gasoline,Automatic,Blue,Black,None reported,Unknown,34645,4,,3.5,
Mazda,2636,Gasoline,Automatic,Other,Black,None reported,Unknown,28535,2,,2.5,
Porsche,50166,Gasoline,Automatic,White,Black,Accident reported,Yes,43550,7,,3.6,
Lincoln,37375,Gasoline,Automatic,Blue,Brown,None reported,Yes,27500,8,400.0,3.0,6.0
Tesla,21600,Unknown,Automatic,White,Black,None reported,Yes,31000,4,271.0,,
Porsche,9500,Gasoline,Automatic,Red,Black,Accident reported,Yes,69000,6,350.0,2.5,4.0
Chevrolet,143095,Gasoline,Automatic,Red,Black,None reported,Yes,16000,20,400.0,6.0,8.0
Acura,80000,Gasoline,Manual,Other,Other,Accident reported,Yes,8500,23,200.0,2.0,4.0
Ferrari,3000,Gasoline,Automatic,Blue,Brown,None reported,Yes,275000,4,611.0,3.9,8.0
Porsche,5856,Gasoline,Manual,Black,Black,None reported,Yes,45000,18,295.0,3.4,6.0
Rolls-Royce,2958,Gasoline,Automatic,Yellow,Other,None reported,Yes,488880,12,,6.8,
Audi,28927,Gasoline,Automatic,Red,Black,None reported,Unknown,74900,3,,4.0,
Mercedes-Benz,4102,Hybrid,Automatic,Black,Black,None reported,Yes,144664,3,603.0,4.0,8.0
Honda,14442,Gasoline,Automatic,White,Other,None reported,Yes,38500,4,280.0,3.5,6.0
Mercedes-Benz,64000,Gasoline,Automatic,Silver,Black,None reported,Yes,12995,20,302.0,5.0,8.0
Lexus,154000,Gasoline,Automatic,White,Other,Accident reported,Yes,10000,21,235.0,4.7,8.0
Lexus,54000,Gasoline,Automatic,White,Black,None reported,Yes,27000,10,235.0,2.0,4.0
Dodge,232492,Gasoline,Automatic,Silver,Grey,Accident reported,Yes,6000,18,210.0,3.7,6.0
Maserati,25721,Gasoline,Automatic,Other,Other,None reported,Yes,52645,5,,3.0,
Land,20927,Gasoline,Automatic,White,Other,None reported,Unknown,35998,5,,,
Aston,2353,Gasoline,Automatic,Green,Other,None reported,Yes,159500,4,,4.0,
Audi,9325,Gasoline,Automatic,Black,Black,None reported,Unknown,33610,3,,2.0,
Ford,61001,Gasoline,Automatic,Grey,Other,Accident reported,Yes,28616,5,,2.3,
Mercedes-Benz,71962,Gasoline,Automatic,White,Black,None reported,Yes,46900,7,469.0,4.0,8.0
Subaru,5800,Gasoline,Manual,Black,Black,None reported,Yes,29990,2,228.0,2.4,4.0
BMW,40080,Gasoline,Automatic,Black,Black,None reported,Yes,28499,9,315.0,3.0,6.0
Kia,57000,Gasoline,Automatic,Black,Red,Accident reported,Yes,36500,5,365.0,3.3,6.0
Chevrolet,7624,Unknown,Automatic,Black,Black,None reported,Yes,31985,3,,,
Subaru,122000,Gasoline,Manual,Gold,Black,Accident reported,Yes,9999,21,210.0,2.5,4.0
Kia,459,Gasoline,Automatic,Green,Black,None reported,Unknown,36998,2,,2.5,
BMW,62500,Gasoline,Automatic,Black,Orange,Accident reported,Yes,40500,9,425.0,3.0,6.0
Hyundai,72000,Gasoline,Automatic,Silver,Black,None reported,Yes,17500,12,429.0,5.0,8.0
Mercedes-Benz,8375,Gasoline,Automatic,Black,Black,None reported,Unknown,69900,5,,3.0,
BMW,40000,Gasoline,Unknown,Blue,Black,None reported,Yes,53000,5,523.0,4.4,8.0
Subaru,77000,Gasoline,Manual,Grey,Black,Accident reported,Yes,30000,11,305.0,2.5,4.0
Mercedes-Benz,19593,Gasoline,Automatic,Black,Black,None reported,Unknown,159998,6,,,
Mazda,35902,Gasoline,Automatic,Blue,Black,None reported,Unknown,22966,5,,2.5,
Hyundai,800,Gasoline,Unknown,Black,Grey,None reported,Yes,9800,12,132.0,1.6,4.0
Bentley,2600,Gasoline,Automatic,Black,Other,None reported,Yes,239995,2,,4.0,
Land,6204,Hybrid,Automatic,Grey,Other,None reported,Unknown,79998,2,,,
Kia,69185,Gasoline,Automatic,Black,Grey,None reported,Unknown,37405,5,,3.8,
Maserati,45000,Gasoline,Automatic,Black,Black,None reported,Yes,41900,10,454.0,4.7,8.0
BMW,37426,Gasoline,Automatic,White,Black,None reported,Unknown,39998,5,,,
INFINITI,137000,Gasoline,Unknown,Grey,Brown,Accident reported,Yes,8500,14,420.0,5.6,8.0
Mazda,85000,Unknown,Automatic,Black,Black,Accident reported,Yes,18500,9,,,
Chevrolet,4000,Gasoline,Automatic,Black,Red,Accident reported,Yes,73900,2,490.0,6.2,8.0
Audi,4648,Hybrid,Automatic,Black,Black,None reported,Unknown,47598,2,,,
Lexus,52100,Gasoline,Automatic,White,Other,None reported,Yes,38000,7,301.0,4.6,8.0
BMW,50100,Gasoline,Automatic,Brown,Other,None reported,Yes,10795,11,240.0,2.0,4.0
Alfa,41000,Gasoline,Automatic,White,Black,None reported,Yes,32400,5,280.0,2.0,4.0
RAM,70968,Gasoline,Automatic,Black,Black,None reported,Yes,34000,4,395.0,5.7,8.0
BMW,26600,Gasoline,Automatic,White,Other,None reported,Yes,53000,10,425.0,3.0,6.0
Tesla,15443,Unknown,Automatic,Red,Black,None reported,Yes,84500,3,670.0,,
Volvo,95000,Gasoline,Automatic,White,Other,None reported,Yes,18000,7,250.0,2.0,4.0
Subaru,94000,Gasoline,Manual,Black,Blue,None reported,Yes,19500,20,300.0,2.5,4.0
BMW,45076,Gasoline,Automatic,Blue,Black,None reported,Unknown,57998,5,,,
Cadillac,110000,Gasoline,Automatic,Gold,Other,None reported,Yes,11000,11,272.0,2.0,4.0
Land,49083,Gasoline,Automatic,Silver,Other,None reported,Unknown,21590,9,,2.0,
Genesis,63500,Gasoline,Unknown,Silver,Black,None reported,Yes,27500,8,420.0,5.0,8.0
Mercedes-Benz,21500,Gasoline,Automatic,Black,Black,Accident reported,Yes,18000,16,268.0,3.5,6.0
Land,324,Gasoline,Automatic,Black,Other,None reported,Unknown,199998,2,,,
Kia,68166,Gasoline,Automatic,Black,Black,None reported,Unknown,20818,6,,1.6,
Toyota,53607,Gasoline,Automatic,Black,Black,Accident reported,Unknown,31853,7,,3.5,
Mercedes-Benz,16813,Diesel,Unknown,Grey,Black,Unknown,Unknown,45900,6,188.0,3.0,6.0
BMW,18200,Gasoline,Automatic,White,Other,Accident reported,Yes,29500,5,228.0,2.0,4.0
Audi,51000,Gasoline,Unknown,White,Black,Accident reported,Yes,102000,10,550.0,5.2,10.0
Audi,16400,Gasoline,Automatic,Blue,Red,None reported,Yes,42800,7,292.0,2.0,4.0
Toyota,7000,Hybrid,Automatic,Orange,Other,None reported,Yes,75500,3,437.0,3.4,6.0
Audi,8497,Gasoline,Automatic,White,Black,None reported,Unknown,52900,3,,3.0,
Audi,68000,Gasoline,Unknown,White,Black,Accident reported,Yes,20000,9,252.0,2.0,4.0
Lamborghini,2523,Gasoline,Manual,Other,Other,None reported,Unknown,288900,3,,5.2,
BMW,83000,Gasoline,Automatic,Black,Brown,None reported,Yes,8995,18,230.0,3.0,6.0
Audi,25000,Gasoline,Automatic,Grey,Black,None reported,Yes,50000,7,354.0,3.0,6.0
Cadillac,15689,Diesel,Automatic,Red,Black,None reported,Unknown,97952,4,,3.0,
BMW,125450,Gasoline,Manual,Blue,Black,None reported,Yes,17200,11,320.0,3.0,6.0
Kia,9822,Gasoline,Automatic,Black,Grey,None reported,Unknown,50998,2,,3.8,
Chevrolet,144000,Gasoline,Automatic,White,Grey,None reported,Yes,22000,17,323.0,6.0,8.0
GMC,30900,Gasoline,Automatic,White,Black,None reported,Yes,27654,5,,2.5,
BMW,2492,Gasoline,Automatic,Blue,Black,None reported,Unknown,41598,4,,,
Audi,126760,Gasoline,Automatic,Black,Black,Accident reported,Yes,14000,10,211.0,2.0,4.0
Subaru,100680,Gasoline,Automatic,Brown,Other,None reported,Yes,20500,8,256.0,3.6,6.0
Mitsubishi,90400,Gasoline,Automatic,Red,Other,None reported,Yes,4495,24,140.0,2.4,4.0
Hyundai,26895,Gasoline,Automatic,White,Black,Unknown,Unknown,29800,3,,2.5,
BMW,20500,Gasoline,Automatic,Silver,Black,None reported,Yes,67000,7,600.0,4.4,8.0
Dodge,134000,Gasoline,Automatic,Black,Grey,Accident reported,Yes,10500,14,390.0,5.7,8.0
Ford,84352,Hybrid,Automatic,Blue,Black,Accident reported,Yes,10000,10,188.0,2.0,4.0
Toyota,19000,Hybrid,Automatic,Orange,Black,None reported,Yes,71000,3,437.0,3.4,6.0
Land,115550,Gasoline,Automatic,White,Black,None reported,Yes,17500,10,240.0,2.0,4.0
Lincoln,191775,E85 Flex Fuel,Automatic,White,Other,Accident reported,Yes,9750,16,310.0,5.4,8.0
Ford,923,Unknown,Automatic,Red,Black,None reported,Unknown,46998,2,,,
Mercedes-Benz,124630,Diesel,Automatic,Black,Black,None reported,Yes,75000,8,188.0,3.0,6.0
Mercedes-Benz,17000,Gasoline,Automatic,White,Brown,None reported,Yes,95000,6,603.0,4.0,8.0
BMW,73500,Gasoline,Automatic,Black,Blue,None reported,Yes,32000,7,320.0,3.0,6.0
Acura,120000,Gasoline,Automatic,Red,Other,Accident reported,Yes,5500,27,140.0,1.8,4.0
Audi,73837,Gasoline,Automatic,Other,Brown,None reported,Yes,36340,6,,3.0,
BMW,29500,Gasoline,Unknown,Silver,Black,None reported,Yes,40999,11,560.0,4.4,8.0
Volkswagen,13613,Gasoline,Automatic,White,Black,None reported,Unknown,29798,4,,,
Lexus,1185,Gasoline,Automatic,Black,Black,None reported,Yes,120990,2,409.0,3.4,6.0
INFINITI,143250,Gasoline,Unknown,Silver,Black,None reported,Yes,11500,10,328.0,3.7,6.0
BMW,46508,Gasoline,Unknown,Green,Other,Accident reported,Yes,11500,19,215.0,3.0,6.0
BMW,18651,Gasoline,Unknown,Red,Black,None reported,Yes,59549,10,560.0,4.4,8.0
BMW,36438,Gasoline,Automatic,White,Other,None reported,Unknown,39998,6,,,
Kia,46628,Gasoline,Automatic,White,Other,None reported,Unknown,15363,11,,2.4,
Rivian,5700,Unknown,Automatic,Grey,White,None reported,Yes,95000,2,835.0,,
BMW,57550,Gasoline,Manual,Black,White,None reported,Yes,29995,10,240.0,2.0,4.0
Cadillac,48600,Gasoline,Unknown,Black,Black,None reported,Yes,60999,8,640.0,6.2,8.0
Ford,119000,Gasoline,Automatic,White,Black,None reported,Yes,18000,5,169.0,2.5,4.0
Land,36500,Gasoline,Unknown,White,Red,None reported,Yes,72000,5,550.0,5.0,8.0
Lexus,121250,Gasoline,Automatic,Black,White,Accident reported,Yes,13250,15,204.0,2.5,6.0
BMW,2437,Hybrid,Unknown,Grey,Black,None reported,Yes,78350,2,375.0,3.0,6.0
Volvo,110380,Gasoline,Automatic,Grey,Other,Accident reported,Yes,22000,7,316.0,2.0,4.0
Hyundai,149000,Gasoline,Automatic,Black,Grey,None reported,Yes,3850,17,173.0,2.7,6.0
Dodge,14684,Gasoline,Automatic,Black,Black,None reported,Unknown,37995,4,,3.6,
Mercedes-Benz,39000,Gasoline,Automatic,White,Black,Accident reported,Yes,39000,8,362.0,3.0,6.0
GMC,65212,Gasoline,Automatic,White,Black,None reported,Yes,42995,6,,5.3,
Audi,41856,Gasoline,Unknown,Grey,Black,None reported,Yes,91500,5,591.0,4.0,8.0
Rivian,655,Unknown,Automatic,Red,Silver,None reported,Yes,94500,2,835.0,,
Toyota,54000,Hybrid,Automatic,Grey,Grey,None reported,Yes,33000,6,219.0,2.5,4.0
Alfa,26500,Gasoline,Automatic,Grey,Black,None reported,Yes,53900,6,505.0,2.9,6.0
Land,38356,Gasoline,Automatic,Red,Other,None reported,Unknown,36598,5,,,
Alfa,21487,Gasoline,Automatic,Blue,Other,None reported,Yes,35345,5,,2.0,
Cadillac,99000,Gasoline,Automatic,Black,Black,None reported,Yes,22999,18,403.0,6.2,8.0
Ford,35597,E85 Flex Fuel,Automatic,Black,Black,None reported,Unknown,47756,6,,6.2,
Nissan,130307,Gasoline,Automatic,Blue,Black,None reported,Yes,9950,20,287.0,3.5,6.0
Subaru,178000,Gasoline,Automatic,Blue,Black,None reported,Yes,7600,15,170.0,2.5,4.0
Honda,160265,Gasoline,Automatic,White,Grey,Accident reported,Yes,3000,22,115.0,1.7,4.0
McLaren,8700,Gasoline,Unknown,Black,Black,None reported,Yes,185000,5,562.0,3.8,8.0
Maserati,1000,Gasoline,Unknown,Grey,Red,None reported,Yes,36000,9,404.0,3.0,6.0
Jeep,29800,Gasoline,Automatic,Other,Other,None reported,Unknown,58900,3,,5.7,
Maserati,49750,Gasoline,Unknown,White,Red,None reported,Yes,27995,8,404.0,3.0,6.0
Lexus,121000,Gasoline,Automatic,Silver,Black,None reported,Yes,6348,23,220.0,3.0,6.0
Lincoln,140000,Gasoline,Automatic,Black,Other,None reported,Yes,2000,20,302.0,4.6,8.0
Ford,66770,E85 Flex Fuel,Automatic,Red,Other,Unknown,Unknown,21500,7,169.0,2.5,4.0
Cadillac,61549,Gasoline,Automatic,Red,Other,Accident reported,Unknown,19998,9,,,
Lincoln,38100,Gasoline,Automatic,Silver,Other,None reported,Yes,21000,9,365.0,3.5,6.0
Toyota,138071,Gasoline,Manual,Red,Grey,None reported,Yes,5000,15,106.0,1.5,4.0
Mercedes-Benz,40000,Gasoline,Unknown,Black,Black,Accident reported,Yes,72000,6,603.0,4.0,8.0
Mercedes-Benz,41545,Hybrid,Automatic,White,Black,None reported,Unknown,71998,3,,,
Mercedes-Benz,47850,Gasoline,Automatic,White,Black,Accident reported,Yes,127899,6,416.0,4.0,8.0
Hyundai,128000,Gasoline,Manual,Blue,Red,None reported,Yes,11000,11,201.0,1.6,4.0
Toyota,48156,Gasoline,Automatic,Black,Other,None reported,Unknown,40368,6,,4.0,
Mercedes-Benz,4700,Hybrid,Automatic,Black,Black,None reported,Yes,99900,4,496.0,4.0,8.0
Audi,39071,Gasoline,Automatic,White,Black,None reported,Unknown,67900,8,,4.0,
Mazda,96680,Gasoline,Manual,Green,Other,Accident reported,Yes,12900,26,140.0,1.8,4.0
Mercedes-Benz,53500,Gasoline,Automatic,White,Brown,Accident reported,Yes,33999,8,362.0,3.0,6.0
Chevrolet,11025,Gasoline,Manual,Orange,Black,None reported,Yes,47500,18,505.0,7.0,8.0
Ford,44000,Diesel,Automatic,White,Brown,Accident reported,Yes,73000,4,475.0,6.7,8.0
Volkswagen,11000,Gasoline,Automatic,Blue,White,None reported,Yes,27900,3,184.0,2.0,4.0
BMW,103000,Gasoline,Automatic,Black,Black,None reported,Yes,16000,13,407.0,4.4,8.0
BMW,456,Gasoline,Unknown,Black,Black,None reported,Yes,128995,1,543.0,3.0,6.0
Lexus,64000,Gasoline,Automatic,Red,Brown,None reported,Yes,37300,7,301.0,4.6,8.0
Audi,108000,Gasoline,Automatic,Grey,Brown,None reported,Yes,25999,8,333.0,3.0,6.0
Alfa,37045,Gasoline,Unknown,White,Red,Accident reported,Yes,26600,7,280.0,2.0,4.0
Land,5433,Hybrid,Automatic,Black,Black,None reported,Unknown,95998,2,,,
BMW,28744,Gasoline,Automatic,Black,Black,None reported,Unknown,50998,6,,,
BMW,65800,Gasoline,Unknown,White,Red,None reported,Yes,44950,10,425.0,3.0,6.0
Rolls-Royce,850,Gasoline,Automatic,White,White,None reported,Yes,314900,4,563.0,6.7,12.0
Audi,33012,Unknown,Automatic,Blue,Other,None reported,Yes,38000,6,355.0,,
Lexus,107818,Gasoline,Automatic,Grey,Other,Accident reported,Yes,11400,14,204.0,2.5,6.0
Land,79500,Gasoline,Automatic,White,Black,None reported,Yes,19000,9,240.0,2.0,4.0
Ferrari,20000,Gasoline,Automatic,Red,Brown,Accident reported,Yes,124990,10,553.0,3.9,8.0
Lexus,37000,Gasoline,Automatic,Black,Red,None reported,Yes,63997,7,471.0,5.0,8.0
Kia,11945,Unknown,Automatic,Other,Black,None reported,Unknown,38998,3,,,
GMC,131800,Gasoline,Automatic,Silver,Grey,Accident reported,Yes,5800,20,295.0,5.3,8.0
Lexus,146000,Gasoline,Automatic,Red,Other,None reported,Yes,8995,17,272.0,3.5,6.0
Nissan,29000,Gasoline,Manual,Silver,Other,None reported,Yes,29000,15,350.0,3.7,6.0
Dodge,141209,Gasoline,Automatic,Black,Black,None reported,Yes,5700,21,345.0,5.7,8.0
Ford,85253,Gasoline,Automatic,White,Other,None reported,Yes,19995,9,365.0,3.5,6.0
INFINITI,87009,Gasoline,Automatic,Grey,Black,None reported,Yes,17800,10,325.0,3.7,6.0
BMW,4348,Gasoline,Automatic,White,Black,None reported,Unknown,105900,2,,4.4,
Lincoln,158000,Gasoline,Unknown,Red,Other,None reported,Yes,19780,9,380.0,3.5,6.0
Volvo,10500,Gasoline,Automatic,White,Black,None reported,Yes,36000,5,250.0,2.0,4.0
Audi,45843,Gasoline,Automatic,Silver,Black,None reported,Yes,37000,7,340.0,3.0,6.0
Ford,15198,Gasoline,Automatic,Blue,Other,None reported,Yes,31621,4,,1.5,
Volkswagen,220000,Gasoline,Automatic,Silver,Other,None reported,Yes,5500,24,140.0,2.8,6.0
Jaguar,58000,Gasoline,Automatic,Black,Black,None reported,Yes,51500,8,550.0,5.0,8.0
Land,30424,Hybrid,Automatic,Silver,Black,None reported,Unknown,44998,5,,,
RAM,38012,Gasoline,Automatic,Red,Black,None reported,Yes,45277,4,,5.7,
Rivian,2500,Unknown,Automatic,Grey,Grey,None reported,Yes,91000,2,835.0,,
BMW,11078,Gasoline,Automatic,Black,White,None reported,Unknown,91900,4,,6.6,
Lexus,50000,Gasoline,Automatic,White,Black,None reported,Yes,65000,7,383.0,5.7,8.0
Land,58000,Gasoline,Automatic,White,Black,None reported,Yes,38000,6,247.0,2.0,4.0
Acura,3415,Gasoline,Unknown,White,Other,None reported,Unknown,54998,2,,,
Lexus,61000,Gasoline,Unknown,Black,Black,None reported,Yes,65000,7,471.0,5.0,8.0
Audi,48500,Gasoline,Unknown,Grey,Black,Accident reported,Yes,43500,6,349.0,3.0,6.0
Land,65680,Gasoline,Automatic,Silver,Black,Accident reported,Yes,34900,7,247.0,2.0,4.0
RAM,44362,Gasoline,Automatic,White,Black,None reported,Yes,50658,5,,5.7,
Audi,18603,Gasoline,Automatic,Black,Black,None reported,Unknown,42900,6,,3.0,
Audi,35999,Hybrid,Automatic,Black,Brown,None reported,Unknown,59598,5,,,
Cadillac,8044,Gasoline,Unknown,Black,Other,None reported,Yes,93000,4,420.0,6.2,8.0
Mercedes-Benz,9738,Gasoline,Automatic,Red,Black,None reported,Yes,85500,9,503.0,4.0,8.0
BMW,112000,Gasoline,Unknown,Grey,Black,Accident reported,Yes,28000,16,420.0,4.0,8.0
Honda,167300,Gasoline,Automatic,Silver,Black,None reported,Yes,6250,16,190.0,2.4,4.0
Rolls-Royce,115,Gasoline,Automatic,Other,White,None reported,Yes,449995,3,,6.7,
Cadillac,71000,Gasoline,Automatic,Black,Brown,Accident reported,Yes,35999,10,420.0,6.2,8.0
Acura,31015,Gasoline,Automatic,Silver,Other,None reported,Yes,36570,5,,2.0,
BMW,33000,Gasoline,Unknown,Orange,Black,None reported,Yes,29999,3,228.0,2.0,4.0
Chrysler,63000,Unknown,Automatic,White,Other,None reported,Yes,20000,8,,,
Buick,68325,E85 Flex Fuel,Unknown,Silver,Grey,None reported,Yes,11995,12,180.0,2.4,4.0
Mercedes-Benz,20937,Gasoline,Automatic,Black,Black,None reported,Unknown,104900,5,,4.0,
RAM,34365,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,48000,4,410.0,6.4,8.0
Mercedes-Benz,32000,Gasoline,Unknown,Black,Black,None reported,Yes,44900,7,208.0,2.0,4.0
Land,40237,Gasoline,Automatic,Grey,Other,None reported,Unknown,36998,5,,,
Volvo,22500,Gasoline,Automatic,Black,White,None reported,Yes,50000,5,316.0,2.0,4.0
Ford,58700,Gasoline,Automatic,Black,Brown,Accident reported,Yes,48999,5,375.0,3.5,6.0
Toyota,264893,Hybrid,Automatic,Gold,Other,Accident reported,Yes,5000,19,208.0,3.3,6.0
Toyota,209500,Gasoline,Automatic,Blue,Grey,None reported,Yes,8500,20,282.0,4.7,8.0
Ford,195,Gasoline,Automatic,Blue,Grey,None reported,Yes,87500,2,310.0,3.5,6.0
Chevrolet,120000,Diesel,Automatic,White,Grey,None reported,Yes,19500,9,260.0,6.6,8.0
Chevrolet,14676,Unknown,Automatic,Black,Blue,None reported,Yes,33000,3,200.0,,
Jeep,33704,Hybrid,Automatic,White,Black,None reported,Unknown,42998,4,,2.0,
BMW,2950,Hybrid,Automatic,Black,Brown,None reported,Yes,87000,2,375.0,3.0,6.0
Mercedes-Benz,17994,Gasoline,Automatic,Other,Other,None reported,Yes,87500,4,,3.0,
Toyota,44101,Gasoline,Automatic,Grey,Black,None reported,Yes,45423,5,,5.7,
BMW,25918,Gasoline,Unknown,Grey,Black,None reported,Yes,32000,4,228.0,2.0,4.0
BMW,87000,Gasoline,Automatic,White,Other,None reported,Yes,15300,17,300.0,3.0,6.0
Mazda,28333,Gasoline,Unknown,Blue,Black,None reported,Yes,20500,7,184.0,2.5,4.0
Audi,29294,Gasoline,Automatic,White,Other,None reported,Yes,39999,7,340.0,3.0,6.0
Saturn,37000,Gasoline,Automatic,Blue,Black,None reported,Yes,14995,17,260.0,2.0,4.0
BMW,138000,Gasoline,Automatic,White,Other,None reported,Yes,9950,20,184.0,2.5,6.0
Volvo,44487,Hybrid,Automatic,Blue,Brown,None reported,Yes,65000,5,400.0,2.0,4.0
Acura,16878,Gasoline,Automatic,Red,Other,None reported,Yes,38781,4,,2.0,
Acura,30177,Gasoline,Unknown,Black,Other,None reported,Unknown,46598,3,,3.5,
Chevrolet,53000,Gasoline,Automatic,Black,Black,Accident reported,Yes,67100,4,420.0,6.2,8.0
Tesla,61308,Unknown,Automatic,White,White,None reported,Yes,42000,4,425.0,,
Mercedes-Benz,99200,Gasoline,Automatic,Silver,Black,Unknown,Unknown,11495,12,302.0,3.5,6.0
Chevrolet,32117,Gasoline,Automatic,Blue,Black,None reported,Unknown,33299,3,,3.6,
BMW,79341,Gasoline,Automatic,Gold,Brown,None reported,Yes,16800,12,445.0,4.4,8.0
Land,220000,Gasoline,Automatic,White,Other,None reported,Yes,5750,18,300.0,4.4,8.0
BMW,16900,Gasoline,Automatic,Blue,White,None reported,Yes,43000,4,255.0,2.0,4.0
Porsche,75137,Gasoline,Manual,Black,Grey,Accident reported,Yes,24999,18,245.0,2.7,6.0
Ford,37594,Gasoline,Automatic,Black,Other,None reported,Yes,62595,4,,3.5,
Rivian,250,Unknown,Automatic,Red,Black,Unknown,Unknown,94000,2,835.0,,
Mercedes-Benz,12771,Gasoline,Automatic,Black,Other,None reported,Unknown,42598,4,,,
Ford,6400,Gasoline,Manual,Silver,Black,None reported,Yes,48000,13,550.0,5.4,8.0
Tesla,69548,Unknown,Automatic,Black,Black,Accident reported,Yes,36300,4,425.0,,
Nissan,79893,Gasoline,Automatic,Silver,Black,None reported,Yes,15900,16,332.0,3.7,6.0
Toyota,124838,Gasoline,Automatic,Black,Grey,None reported,Yes,33000,11,381.0,5.7,8.0
Nissan,14353,Gasoline,Automatic,Black,Grey,None reported,Yes,63900,5,375.0,5.6,8.0
Ford,22985,Gasoline,Automatic,White,Grey,None reported,Yes,33500,3,169.0,2.5,4.0
INFINITI,161894,Gasoline,Automatic,White,Other,None reported,Yes,18900,11,400.0,5.6,8.0
Aston,25025,Gasoline,Automatic,White,Black,Accident reported,Yes,39000,17,380.0,4.3,8.0
Porsche,16701,Gasoline,Unknown,Red,Other,None reported,Unknown,107998,8,,,
Lotus,19650,Gasoline,Manual,Silver,Red,None reported,Yes,69250,8,400.0,3.5,6.0
Land,29500,Gasoline,Automatic,Red,White,None reported,Yes,45000,5,247.0,2.0,4.0
Nissan,132272,Gasoline,Manual,Grey,Grey,Accident reported,Yes,6700,18,261.0,4.0,6.0
Dodge,122000,Gasoline,Automatic,White,Black,Accident reported,Yes,13500,13,370.0,5.7,8.0
Buick,18185,Gasoline,Automatic,White,Other,None reported,Unknown,31755,3,,1.3,
Nissan,56450,Unknown,Automatic,Black,Black,Accident reported,Yes,13999,7,147.0,,
Nissan,102000,Unknown,Automatic,Silver,Grey,None reported,Yes,4200,13,107.0,,
Jeep,18428,Gasoline,Automatic,Grey,Black,None reported,Unknown,83998,3,,,
Nissan,535,Gasoline,Manual,Yellow,Black,None reported,Yes,65990,2,400.0,3.0,6.0
Land,81648,Gasoline,Unknown,White,Other,None reported,Unknown,15900,12,,5.0,
Porsche,138202,Gasoline,Manual,Silver,Black,Accident reported,Yes,22550,22,,3.2,
