Index,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
2229,Porsche,Macan S,2015,"72,329 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$29,500"
3263,RAM,1500 SLT,2017,"73,690 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$27,000"
3819,Porsche,911 Carrera,2016,"22,500 mi.",Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,"$78,000"
543,Nissan,Leaf SL,2012,"102,000 mi.",,107.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Gray,None reported,Yes,"$4,200"
2974,Ford,Shelby GT350 Base,2018,"8,237 mi.",Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$62,900"
2501,Jeep,Wrangler Unlimited Sport,2019,"52,775 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$39,799"
2817,Nissan,Maxima SV,2022,"36,466 mi.",Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,Brilliant Silver Metallic,Charcoal,None reported,,"$24,980"
259,INFINITI,G37 x,2013,"60,058 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$15,000"
2405,Bentley,Continental GTC Base,2008,"7,960 mi.",Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,White,None reported,Yes,"$81,500"
3123,Jeep,Grand Cherokee Limited,2015,"93,400 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,"$18,900"
1869,Toyota,Highlander LE Plus,2015,"198,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$14,000"
3131,Kia,Sorento SXL,2017,"108,559 mi.",Gasoline,3.3L V6 24V GDI DOHC,6-Speed Automatic,Titanium Silver,Satin Black,None reported,,"$15,998"
927,Porsche,Macan Base,2018,"36,798 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Volcano Grey Metallic,Black,At least 1 accident or damage reported,Yes,"$49,500"
612,Toyota,Sequoia SR5,2013,"138,700 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$18,800"
1330,Rivian,R1S Adventure Package,2023,"1,150 mi.",,835.0HP Electric Motor Electric Fuel System,A/T,Green,Black,None reported,Yes,"$96,850"
3258,BMW,X5 M50i,2023,"13,735 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,,"$77,897"
219,Mercedes-Benz,CLS-Class CLS 550,2007,"123,112 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$104,999"
3138,Ford,Mustang GT Premium,2013,"18,000 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$29,000"
485,BMW,M3 Base,2009,"112,000 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$28,000"
2323,Lexus,ES 350 Base,2011,"132,000 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$9,999"
1094,Jaguar,F-PACE 25t Premium,2019,"29,000 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$34,500"
3530,Mercedes-Benz,SLK-Class SLK 350,2008,"120,800 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,"$13,900"
3758,Ford,E350 Super Duty Base,2006,"158,000 mi.",Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$8,500"
258,Lamborghini,Urus Base,2021,"13,692 mi.",Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,"$257,000"
2893,Mercedes-Benz,S-Class S 63 AMG,2015,"79,876 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,"$45,750"
386,BMW,440 i xDrive,2018,"73,500 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Blue,None reported,Yes,"$32,000"
847,BMW,M440 i xDrive,2021,"24,300 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None reported,Yes,"$49,999"
2987,Mazda,MX-5 Miata RF Club,2022,"7,250 mi.",Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$35,619"
1586,Ford,F-250 XLT,2022,"36,294 mi.",Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Oxford White,Medium Earth Gray,,,"$77,535"
3410,Lexus,RX 350 Base,2021,"30,761 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Eminent White Pearl,Black,None reported,,"$44,950"
3954,Mercedes-Benz,S-Class S 550 4MATIC,2016,"72,784 mi.",Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,White,None reported,Yes,"$34,900"
3616,Jaguar,XJ8 L,2000,"45,000 mi.",Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,"$12,500"
2881,Mitsubishi,Outlander Sport ES,2015,"98,385 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,"$10,500"
1011,Ford,Escape XLT,2012,"186,268 mi.",E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Black,None reported,Yes,"$4,500"
209,Toyota,Land Cruiser,2016,"50,361 mi.",Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,,"$65,998"
3629,Dodge,Challenger R/T,2021,"39,960 mi.",Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$28,500"
2066,Chevrolet,Bolt EV LT,2020,"49,688 mi.",,200.0HP Electric Motor Electric Fuel System,A/T,Blue,Gray,None reported,Yes,"$24,900"
1228,Tesla,Model X Performance,2020,"27,224 mi.",,Electric,1-Speed Automatic,Black,Black,None reported,,"$65,999"
910,Mercedes-Benz,S-Class S 63 AMG,2011,"60,000 mi.",Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$37,000"
1725,Chevrolet,Tahoe LTZ,2014,"196,300 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,"$10,995"
2800,MINI,Hardtop Cooper S,2016,"43,073 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Volcanic Orange,Carbon Black,None reported,,"$17,999"
2689,Porsche,Macan Base,2018,"87,500 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,"$28,000"
3999,BMW,X6 xDrive40i,2020,"34,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,"$59,335"
596,Audi,RS 7 4.0T,2021,"14,724 mi.",Hybrid,4.0 Liter TFSI,Automatic,Glacier White,Black/Red,None reported,,"$101,998"
2045,Dodge,Dart SE,2016,"76,857 mi.",Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,At least 1 accident or damage reported,Yes,"$8,100"
1407,BMW,Z4 sDrive28i,2016,"59,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,"$25,000"
296,Porsche,Cayenne Platinum Edition,2018,"50,166 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,"$43,550"
2686,Porsche,911 Carrera 4 GTS,2023,"1,518 mi.",Gasoline,473.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Brown,None reported,Yes,"$194,965"
507,Toyota,Tundra Limited,2020,"44,101 mi.",Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Gray,Black,None reported,Yes,"$45,423"
2872,Jeep,Compass Latitude,2014,"105,000 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$10,950"
7,BMW,740 iL,2001,"242,000 mi.",Gasoline,282.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,None reported,Yes,"$7,300"
2259,Toyota,Tundra Limited,2010,"89,400 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$26,900"
3063,Lincoln,MKZ Reserve,2017,"71,964 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,"$18,750"
3137,Jeep,Cherokee Sport,1996,"170,552 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$6,500"
2154,BMW,M3 Base,2015,"59,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$53,500"
2092,Audi,RS 4 Base,2007,"99,769 mi.",Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,White,None reported,Yes,"$29,995"
3126,Bentley,Continental GT W12,2016,"61,160 mi.",Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$98,000"
1175,Mercedes-Benz,Sprinter 2500,2012,"100,245 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,"$24,000"
1789,Lexus,LC 500 Base,2021,915 mi.,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,"$159,000"
177,Scion,tC Base,2013,"177,600 mi.",Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$7,100"
3862,Dodge,Grand Caravan SE,2018,"64,000 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"$35,000"
3919,Audi,Q5 40 Premium,2022,"14,550 mi.",Hybrid,201.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Silver,Brown,None reported,Yes,"$41,500"
790,Chevrolet,Tahoe LT,2018,"75,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$36,000"
1258,Bentley,Continental GTC Base,2013,"79,422 mi.",Gasoline,616.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$64,000"
678,Lexus,GX 470 Base,2005,"114,000 mi.",Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$13,450"
3462,Mercedes-Benz,A-Class A 220 4MATIC,2019,"28,663 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Jupiter Red,Black,None reported,,"$29,500"
2270,Mercedes-Benz,M-Class ML 350 4MATIC,2014,"75,073 mi.",E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,7-Speed A/T,Gray,Black,None reported,Yes,"$21,500"
2164,Chevrolet,Suburban LT,2022,"37,806 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$60,894"
96,Jeep,Grand Cherokee Summit,2020,"31,349 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,,"$39,366"
43,BMW,M850 i xDrive,2019,"9,949 mi.",Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,Blue,Black,None reported,,"$75,798"
3301,Porsche,911 Carrera S,2020,"28,000 mi.",Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$134,999"
1497,Acura,RSX Type S,2006,"71,400 mi.",Gasoline,201.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,,,"$14,990"
1242,Maserati,Levante Modena,2023,"5,409 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Black,None reported,Yes,"$88,950"
759,Lamborghini,Huracan LP580-2,2017,"22,000 mi.",Gasoline,573.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$210,000"
2348,BMW,X5 xDrive40e,2016,"91,798 mi.",Hybrid,Electric,Automatic,Alpine White,Black,None reported,,"$22,998"
2025,Chevrolet,Traverse Premier,2023,"11,806 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$47,000"
1674,Lexus,RC 350 Base,2015,"124,000 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,"$24,000"
3075,Porsche,Cayman R,2012,"54,000 mi.",Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,"$75,000"
25,Hyundai,Elantra N Base,2022,"11,650 mi.",Gasoline,276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$32,300"
2309,Ford,Expedition Limited,2023,"9,500 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,"$63,500"
2522,Audi,Q5 2.0T Premium Plus,2018,"50,400 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$28,500"
679,Mercedes-Benz,GL-Class GL 550,2011,"80,124 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$17,500"
1849,Toyota,4Runner Limited,2004,"186,117 mi.",Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$13,000"
781,Audi,A8 L 55,2019,"93,400 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Brown,None reported,Yes,"$42,500"
2700,Ford,Mustang GT Premium,2010,"58,500 mi.",Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Red,At least 1 accident or damage reported,Yes,"$20,000"
3634,Land,Rover Range Rover 3.0L Supercharged,2014,"59,500 mi.",E85 Flex Fuel,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,None reported,Yes,"$33,800"
3785,Lexus,IS-F Base,2008,"113,000 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$34,000"
1260,Audi,SQ5 3.0T Premium,2020,"21,832 mi.",Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$42,000"
1393,Lexus,LS 460 L,2007,"127,980 mi.",Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,"$9,999"
2389,Land,Rover Range Rover Evoque HSE Dynamic,2016,"79,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Red,None reported,Yes,"$24,000"
2153,Buick,Enclave Leather,2017,"83,280 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Quicksilver Metallic,Ebony,None reported,,"$20,599"
883,BMW,M3 Base,1999,"184,700 mi.",Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,"$36,950"
382,Lincoln,Navigator Base,2009,"191,775 mi.",E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$9,750"
2843,Lincoln,Corsair Standard,2022,"4,520 mi.",Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,None reported,Yes,"$38,500"
1344,Mercedes-Benz,CLK-Class CLK 350,2008,"93,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$12,000"
3262,BMW,X3 xDrive30i,2019,"92,040 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Alpine White,Black,None reported,Yes,"$24,999"
31,Dodge,Ram 1500 Laramie Mega Cab,2006,"300,183 mi.",Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$10,900"
3544,Jaguar,XK Base,2007,"56,000 mi.",Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$18,000"
1532,Mercedes-Benz,E-Class E 350,2014,"55,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$19,250"
2877,Tesla,Model X P100D,2017,"100,346 mi.",,Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,"$45,999"
610,Aston,Martin V8 Vantage Base,2008,"62,378 mi.",Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,At least 1 accident or damage reported,Yes,"$33,995"
570,Volkswagen,Jetta 1.4T SE,2016,"87,000 mi.",Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,At least 1 accident or damage reported,Yes,"$13,000"
343,Alfa,Romeo Stelvio Ti,2020,"41,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$32,400"
3320,Mercedes-Benz,C-Class C 300 4MATIC,2020,"14,220 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Beige,None reported,Yes,"$35,500"
1657,Nissan,Frontier SV,2013,"67,000 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,"$15,500"
3047,Cadillac,Escalade ESV Luxury,2016,"146,200 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$24,500"
2503,Porsche,Macan Base,2022,"13,000 mi.",Gasoline,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$60,000"
3454,Audi,A6 55 Prestige,2021,"22,800 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Brown,None reported,Yes,"$52,000"
2107,Audi,TT RS Base,2012,"54,900 mi.",Gasoline,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,,,"$28,900"
1583,Chevrolet,Suburban 1500 LT,2008,"162,750 mi.",Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,White,Black,At least 1 accident or damage reported,Yes,"$7,200"
1818,Saturn,Sky Red Line,2008,"94,291 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,"$14,500"
2525,Dodge,Durango SRT 392,2022,"31,917 mi.",Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$64,683"
3483,BMW,540 i,2017,"98,500 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$24,500"
965,Chevrolet,Corvette Base,2005,"36,700 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,"$26,000"
528,Ford,Mustang Shelby GT500,2012,"6,400 mi.",Gasoline,550.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$48,000"
176,Chevrolet,Trailblazer LS,2021,"20,497 mi.",Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,None reported,,"$22,999"
422,Jeep,Wagoneer Series II 4x4,2022,"29,800 mi.",Gasoline,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w","Automatic, 8-Spd",–,–,None reported,,"$58,900"
1793,Nissan,Pathfinder Platinum,2014,"112,600 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,"$13,000"
3250,Acura,ILX 2.0L w/Premium Package,2013,"198,000 mi.",Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$11,000"
2493,Volvo,XC40 T5 Momentum,2020,"56,536 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Charcoal,None reported,,"$26,599"
572,Mercedes-Benz,AMG C 63 S,2017,"34,500 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$64,600"
2307,Maserati,Ghibli S Q4,2018,"20,000 mi.",Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,"$43,000"
288,Acura,MDX 3.7L Advance,2011,"137,200 mi.",Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,"$12,000"
3949,Audi,A6 2.0T Sport,2018,"49,650 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$23,750"
1222,RAM,ProMaster 2500 High Roof,2018,"10,339 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$36,990"
3867,GMC,Sierra 2500 Denali,2021,"16,919 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$73,000"
3792,Ford,Ranger Edge SuperCab,2004,"110,000 mi.",Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$8,500"
2627,Chevrolet,Suburban Premier,2017,"92,728 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$34,900"
3186,BMW,X3 xDrive30i,2021,"15,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,"$39,995"
1398,Genesis,G80 3.3T Sport,2019,"57,500 mi.",Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$32,990"
3435,Ford,Mustang Shelby GT500,2013,"16,478 mi.",Gasoline,650.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"$66,400"
1910,Lexus,LX 600 F SPORT,2023,490 mi.,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$124,999"
1736,BMW,740 i,2012,"126,000 mi.",Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$12,700"
2018,Dodge,Viper SRT-10,2003,"10,800 mi.",Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$65,499"
3109,Tesla,Model Y Long Range,2022,500 mi.,,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,"$45,900"
370,Chevrolet,Express 3500 Base,2008,"144,000 mi.",Gasoline,323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$22,000"
2815,Lexus,RX 350 Base,2013,"164,500 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$16,500"
1714,Lexus,ES 350 Base,2020,"15,324 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,,"$33,364"
3578,Porsche,911 Carrera GTS,2015,"23,600 mi.",Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,"$132,900"
1672,GMC,Terrain SLE,2020,"26,470 mi.",Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,"$29,900"
3647,Tesla,Model Y Long Range,2022,"20,500 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"$46,500"
141,Nissan,Armada SL,2021,"67,800 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$36,500"
3364,Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,"19,813 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Beige,None reported,Yes,"$51,900"
491,Chrysler,Pacifica Touring,2017,"63,000 mi.",–,–,9-Speed A/T,White,Beige,None reported,Yes,"$20,000"
